annotation_approver,id,label,text,user
,554,3,The goal of this project is to elucidate the complete functional gene network under different perturbations in the ANAMMOX process.,1
,555,3,Successful development of this network will help engineers and scientists to understand process upsets and facilitate the design and wider adoption of efficient and resilient ANAMMOX systems.<br/><br/>This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.,1
,556,4,Member of religious groups sometimes perceive and experience hostility and discrimination at work.,1
,557,3,It is important  to understand the complexities of such work experiences because the workplace is a primary setting in which social group assimilation and integration occur.,1
,558,4,Work also is the primary vehicle through which most people realize social opportunity and upward mobility.,1
,559,4,Some workers make their religious affiliations visible through clothing and/or other aspects of personal appearance.,1
,560,3,This project examines how the visibility of religious identities affects professional women and men in the workplace.,1
,562,3,"First, the project will examine gendered differences in religious expression within the workplace.",1
,563,3,"Second, it will determine how those who signify religious expression at work  navigate career advancement.",1
,564,3,"Third, it will explore the strategies such workers use to accommodate/challenge workplace expectations that may be affected by their religious expression.",1
,565,3,Findings from this research will help policy makers and employers create public policy and constructive workplace practices to address inequalities and discrimination based upon religious expression at work.,1
